10000,,,,,,,,,,,,,,,,
10002.27,0.000227,,,,,,,,,,,,,,,
9990.21,-0.001205726,,,,,,,,,,,,,,,
9941.88,-0.004837736,,,,,,,,,,,,,,,
9917.1,-0.002492486,,,,,,,,,,,,,,,
9909.21,-0.000795595,,,,,,,,,,,,,,,
9942.96,0.003405922,,,,,,,,,,,,,,,
9878.71,-0.006461858,,,,,,,,,,,,,,,
9932.43,0.005437957,,,,,,,,,,,,,,,
9853.32,-0.007964818,,,,,,,,,,,,,,,
9911.71,0.005925921,,,,,,,,,,,,,,,
9877.73,-0.003428268,,,,,,,,,,,,,,,
9905,0.002760756,,,,,,,,,,,,,,,
9961.05,0.005658758,,,,,,,,,,,,,,,
9913.52,-0.004771585,,,,,,,,,,,,,,,
10039.6,0.012717985,,,,,,,,,,,,,,,
9996.82,-0.004261126,,,,,,,,,,,,,,,
10073.28,0.007648432,,,,,,,,,,,,,,,
10212.66,0.013836605,,,,,,,,,,,,,,,
10251.11,0.003764935,,,,,,,,,,,,,,,
10120.75,-0.012716672,,,,,,,,,,,,,,,
10160.24,0.003901885,,,,,,,,,,,,,,,
10226.34,0.006505752,,,,,,,,,,,,,,,
9989.66,-0.023144155,,,,,,,,,,,,,,,
9955.71,-0.003398514,,,,,,,,,,,,,,,
9984.36,0.002877746,,,,,,,,,,,,,,,
9937.93,-0.004650273,,,,,,,,,,,,,,,
9808.46,-0.013027864,,,,,,,,,,,,,,,
9920.77,0.011450319,,,,,,,,,,,,,,,
10080.25,0.016075365,,,,,,,,,,,,,,,
10197.71,0.011652489,,,,,,,,,,,,,,,
10176.5,-0.002079879,,,,,,,,,,,,,,,
10132.31,-0.004342357,,,,,,,,,,,,,,,
10292.7,0.015829559,,,,,,,,,,,,,,,
10202.84,-0.008730459,,,,,,,,,,,,,,,
10219.89,0.001671103,,,,,,,,,,,,,,,
10338.33,0.011589166,,,,,,,,,,,,,,,
10289.19,-0.004753185,,,,,,,,,,,,,,,
10266.84,-0.002172183,,,,,,,,,,,,,,,
10441.71,0.017032505,,,,,,,,,,,,,,,
10433.16,-0.000818831,,,,,,,,,,,,,,,
10446.8,0.00130737,,,,,,,,,,,,,,,
10495.03,0.004616725,,,,,,,,,,,,,,,
10546.8,0.004932811,,,,,,,,,,,,,,,
10493.66,-0.005038495,,,,,,,,,,,,,,,
10552.74,0.005630066,,,,,,,,,,,,,,,
10573,0.001919881,,,,,,,,,,,,,,,
10707.25,0.012697437,,,,,,,,,,,,,,,
10748.84,0.003884284,,,,,,,,,,,,,,,
10751.6,0.000256772,,,,,,,,,,,,,,,
10801.39,0.004630939,,,,,,,,,,,,,,,
10856.22,0.005076199,,,,,,,,,,,,,,,
10926.61,0.006483841,,,,,,,,,,,,,,,
10940.09,0.001233685,,,,,,,,,,,,,,,
10936.15,-0.000360143,,,,,,,,,,,,,,,
10931.46,-0.000428853,,,,,,,,,,,,,,,
10929.73,-0.000158259,,,,,,,,,,,,,,,
