1/4/2016,17148.93945,
1/5/2016,17158.66016,0.00056684
1/6/2016,16906.50977,-0.014695226
1/7/2016,16514.09961,-0.023210595
1/8/2016,16346.4502,-0.010151896
1/11/2016,16398.57031,0.003188467
1/12/2016,16516.2207,0.00717443
1/13/2016,16151.41016,-0.022088016
1/14/2016,16379.04981,0.014094104
1/15/2016,15988.08008,-0.02387011
1/19/2016,16016.01953,0.001747518
1/20/2016,15766.74023,-0.015564373
1/21/2016,15882.67969,0.007353419
1/22/2016,16093.50977,0.013274213
1/25/2016,15885.21973,-0.012942487
1/26/2016,16167.23047,0.017753027
1/27/2016,15944.45996,-0.013779139
1/28/2016,16069.63965,0.007850983
1/29/2016,16466.30078,0.024683885
2/1/2016,16449.17969,-0.001039766
2/2/2016,16153.54004,-0.017972911
2/3/2016,16336.66016,0.011336222
2/4/2016,16416.58008,0.00489206
2/5/2016,16204.96973,-0.012890039
2/8/2016,16027.04981,-0.010979343
2/9/2016,16014.37988,-0.000790534
2/10/2016,15914.74023,-0.006221886
2/11/2016,15660.17969,-0.015995269
2/12/2016,15973.83984,0.020029154
2/16/2016,16196.41016,0.013933426
2/17/2016,16453.83008,0.015893641
2/18/2016,16413.42969,-0.002455379
2/19/2016,16391.99023,-0.001306214
2/22/2016,16620.66016,0.013950101
2/23/2016,16431.7793,-0.011364221
2/24/2016,16484.99023,0.003238294
2/25/2016,16697.28906,0.012878311
2/26/2016,16639.9707,-0.003432794
2/29/2016,16516.5,-0.007420127
3/1/2016,16865.08008,0.02110496
3/2/2016,16899.32031,0.002030244
3/3/2016,16943.90039,0.002637981
3/4/2016,17006.76953,0.003710429
3/7/2016,17073.94922,0.003950173
3/8/2016,16964.09961,-0.006433755
3/9/2016,17000.35938,0.002137441
3/10/2016,16995.13086,-0.000307553
3/11/2016,17213.31055,0.012837776
3/14/2016,17229.13086,0.000919074
3/15/2016,17251.5293,0.001300033
3/16/2016,17325.75977,0.004302834
3/17/2016,17481.49023,0.008988377
3/18/2016,17602.30078,0.006910769
3/21/2016,17623.86914,0.001225315
3/22/2016,17582.57031,-0.002343346
3/23/2016,17502.58984,-0.00454885
3/24/2016,17515.73047,0.000750782
3/28/2016,17535.39063,0.001122429
3/29/2016,17633.10938,0.005572659
3/30/2016,17716.66016,0.00473829
3/31/2016,17685.08984,-0.001781956
4/1/2016,17792.75,0.006087623
4/4/2016,17737,-0.003133299
4/5/2016,17603.32031,-0.00753677
4/6/2016,17716.05078,0.006403932
4/7/2016,17541.96094,-0.009826673
4/8/2016,17576.96094,0.001995216
4/11/2016,17556.41016,-0.001169189
4/12/2016,17721.25,0.009389154
4/13/2016,17908.2793,0.010553956
4/14/2016,17926.42969,0.00101352
4/15/2016,17897.46094,-0.00161598
4/18/2016,18004.16016,0.005961696
4/19/2016,18053.59961,0.002746002
4/20/2016,18096.26953,0.002363513
4/21/2016,17982.51953,-0.006285826
4/22/2016,18003.75,0.001180617
4/25/2016,17977.24023,-0.001472458
4/26/2016,17990.32031,0.000727591
4/27/2016,18041.55078,0.002847668
4/28/2016,17830.75977,-0.011683642
4/29/2016,17773.64063,-0.003203405
5/2/2016,17891.16016,0.006612012
5/3/2016,17750.91016,-0.007839067
5/4/2016,17651.25977,-0.005613819
5/5/2016,17660.71094,0.000535439
5/6/2016,17740.63086,0.004525295
5/9/2016,17705.91016,-0.001957129
