10000,
9994.81,-0.000519
9968.79,-0.002603351
9912.75,-0.005621545
9888.03,-0.002493758
9905.58,0.001774873
9949.32,0.004415693
9807.99,-0.014204991
9872.63,0.006590545
9732.23,-0.014221135
9729.43,-0.000287704
9629.33,-0.010288372
9708.17,0.008187486
9820.12,0.011531524
9678.83,-0.014387808
9797.11,0.012220485
9500.69,-0.030255861
9534.415,0.003549742
9833.76,0.031396263
9881.44,0.004848603
9666.44,-0.021757962
9768.53,0.010561282
9788.32,0.002025893
9597.7,-0.019474231
9370.07,-0.023717141
9409.6,0.004218752
9385.09,-0.002604787
9195.19,-0.020234223
9358.39,0.01774841
9538.86,0.0192843
9720.03,0.018992836
9657.62,-0.006420762
9656.48,-0.000118042
9803.37,0.015211547
9722.26,-0.008273685
9745.72,0.002413019
9846.89,0.010380967
9837.67,-0.000936336
9796.62,-0.004172736
10014.23,0.022212763
10017.84,0.000360487
10080.43,0.006247854
10109.82,0.00291555
10123.5,0.00135314
10085.14,-0.003789203
10111.73,0.002636552
10072.1,-0.003919211
10220.33,0.014716891
10253.06,0.003202441
10296.32,0.004219228
10408.22,0.010867961
10517.06,0.010457119
10572.77,0.005297108
10600.86,0.002656825
10562.22,-0.003644987
10495.22,-0.006343363
10518.53,0.002221011
10502.28,-0.001544893
10611.95,0.010442494
10656.65,0.004212232
10648.59,-0.000756335
10734.17,0.008036745
10723.04,-0.001036876
10630.54,-0.008626285
10687.38,0.005346859
10521.02,-0.015566023
10551.71,0.002917018
10540.35,-0.001076603
10653.19,0.010705527
10763.71,0.010374357
10783.34,0.001823721
10764.32,-0.001763832
10806.89,0.003954732
10820.42,0.001251979
10779.21,-0.00380854
10713.99,-0.006050536
10656.26,-0.005388282
10616.65,-0.003717064
10656.87,0.003788389
10653.69,-0.000298399
10467.905,-0.017438559
10441.96,-0.002478528
10514.48,0.006945056
10437.52,-0.00731943
10376.59,-0.005837594
10351.92,-0.002377467
10378.99,0.002614974
10350.54,-0.002741115
10480.52,0.012557799
10354.89,-0.011987001
10342.74,-0.001173359
10229.65,-0.01093424
10373.37,0.014049357
10219.75,-0.014809074
10220.5,7.33873E-05
10121.37,-0.009699134
10177.63,0.005558536
10163.83,-0.001355915
10302.51,0.013644463
10380.92,0.007610767
10391.91,0.001058673
10414.76,0.002198826
10360.85,-0.005176307
10343.85,-0.001640792
10395.94,0.005035843
10392.34,-0.000346289
10460.79,0.006586582
10502.7,0.00400639
10549.06,0.004414103
10525.72,-0.002212519
10495.32,-0.002888163
10395.59,-0.009502331
10333.38,-0.005984268
10325.76,-0.000737416
10358.48,0.003168774
10316.94,-0.004010241
10379.11,0.006026012
10399.84,0.001997281
10382.53,-0.001664449
10527.31,0.013944578
10137.67,-0.037012304
9921.41,-0.021332318
10064.47,0.014419321
10243.63,0.017801235
10325.11,0.007954212
10368.42,0.004194628
10281.27,-0.008405331
10294.85,0.001320848
10284.92,-0.00096456
10495.54,0.020478526
10559.86,0.006128317
10589.42,0.00279928
10572.97,-0.001553437
10680.4,0.010160816
10690.8,0.000973746
10739.56,0.004560931
10749.96,0.000968382
10809.64,0.005551649
